,age_head,age_spouse,e00200p,e00900p,e02100p,e00200s,e00900s,e02100s,e00600,e00800,e01500,e02300,s006,DSI,blind_head,blind_spouse,nu18,n1820,n21,ssi_ben,vet_ben,snap_ben,mcare_ben,mcaid_ben,e02400,tanf_ben,housing_ben,wic_ben,nu13,nu05,n24,elderly_dependents,f2441,EIC,XTOT,MARS,e01100,e01400,e03300,e03270,e20400,e32800,e19200,e18500,e03240,e17500,e18400,e00900,e00650,e00300,e00400,e01700,e19800,e20100,e03210,e03150,other_ben,e00200,e02100
324338,32,0,20152,0,0,0,0,0,21,0,0,0,109600,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1000,0,21,1,0,0,0,0,0,0,0,20152,0
426034,61,63,31857,0,0,18204,0,0,0,0,0,0,3300,0,0,0,0,0,2,0,0,0,0,14062,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,18042,7474,0,0,41533,0,0,2049,0,0,7243,1588,0,0,5744,50061,0
323223,47,58,0,0,0,0,21650,0,0,0,0,0,6600,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,7272,2067,0,0,2503,21650,0,28,0,0,0,0,0,0,0,0,0
155034,80,78,105549,10,-9999,42625,0,0,898,0,12771,0,6500,0,0,0,0,0,2,0,0,0,23244,0,46262,0,0,0,0,0,0,0,0,0,2,2,50769,8896,0,0,0,0,11094,13054,0,0,112134,10,609,29853,0,7368,0,0,0,0,0,148174,-9999
258775,70,61,0,0,0,0,62869,0,0,0,0,0,8600,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,42699,0,13464,0,0,4406,3245,0,0,3000,62869,0,0,0,0,4510,989,0,0,0,0,0
198559,68,0,0,0,0,0,0,0,74,0,0,0,141400,0,0,0,0,0,1,0,0,0,11622,0,26594,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7991,0,2417,1586,0,0,1462,0,50,1234,1768,0,0,0,0,0,0,0,0
134405,21,45,0,0,0,203180,0,0,0,0,0,0,300,0,0,0,1,0,2,0,0,0,0,0,917,0,0,0,1,0,1,0,1,1,3,2,0,0,0,0,0,0,18586,3151,0,0,0,0,0,1,0,0,0,0,0,0,0,203180,0
76843,29,0,0,0,0,0,0,0,0,0,0,0,5500,1,0,0,0,0,1,0,0,0,0,7031,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2872,0,0
180755,21,0,17641,0,0,0,0,0,0,0,0,0,25200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17641,0
69614,54,59,86224,0,0,65936,0,0,0,0,0,0,600,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,3,2,0,0,0,0,10667,1666,10976,3721,0,0,8994,0,0,3898,11531,0,0,0,0,0,0,152160,0
354154,54,56,0,30797,0,0,0,239221,0,0,0,0,600,0,0,0,0,0,2,0,0,0,0,0,14550,0,0,0,0,0,0,0,0,0,2,2,0,0,4667,8977,0,0,12819,4422,15881,0,3000,30797,0,162,0,0,6145,1347,0,0,0,0,239221
62625,20,0,3126,0,0,0,0,0,0,0,0,0,7200,0,0,0,0,1,0,0,0,0,0,7031,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,2872,3126,0
86194,85,0,0,0,0,0,0,0,0,0,0,0,122300,0,0,0,0,0,1,0,20304,0,11622,0,26250,0,0,0,0,0,0,0,0,0,1,1,0,201,0,0,0,0,0,0,0,0,1271,0,0,0,0,0,4007,878,0,0,0,0,0
27914,64,0,18640,0,0,0,0,0,0,0,0,0,100300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8434,0,2307,1266,0,0,927,0,0,36,0,0,0,0,0,0,0,18640,0
2561,73,0,32066,0,0,0,0,0,0,0,17788,0,17700,0,0,0,0,0,1,0,0,0,11622,0,19952,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1684,3970,0,0,0,0,0,0,32066,0
129998,48,54,6231,0,0,0,12517,0,0,0,0,0,800,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,7537,2250,0,0,3111,12517,0,174,412,0,0,0,2500,0,0,6231,0
224296,28,0,27822,0,0,0,0,0,0,0,0,0,52100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,27822,0
21418,71,0,0,0,0,0,0,0,0,0,0,0,132500,0,0,0,0,0,1,0,0,3112,11622,0,7543,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,952,879,0,0,363,0,0,14,0,0,0,0,0,0,1271,0,0
26441,27,0,45504,0,0,0,0,0,0,0,0,0,111400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2200,0,0,0,0,0,4638,1017,53,0,0,45504,0
436273,74,66,0,0,0,0,0,0,0,0,0,0,102100,0,0,0,0,0,2,21760,0,0,23244,14062,36527,0,11415,0,0,0,0,0,0,0,2,2,0,17139,0,0,0,0,0,0,0,0,932,0,0,0,0,0,0,0,0,0,14633,0,0
368044,56,52,23700,0,0,770564,0,0,76508,0,0,0,600,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,21218,0,0,0,0,0,22617,7848,0,0,50027,0,51872,2776,0,0,7446,1633,0,0,0,794264,0
128585,54,57,25617,0,0,0,0,0,0,0,0,0,111900,0,0,0,0,0,2,0,0,0,0,0,16211,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,5070,1908,0,0,1421,0,0,0,0,0,4684,1027,0,0,0,25617,0
178272,49,49,74595,0,0,79568,0,0,1,0,0,0,700,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,2,0,0,0,0,0,1252,12795,3656,0,0,8951,0,0,2712,8022,0,0,0,0,0,0,154163,0
417574,39,0,43965,0,0,0,0,0,0,0,0,0,29900,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,2,1,0,0,0,0,0,1666,0,0,0,0,2425,0,0,4,0,0,4672,1024,0,0,0,43965,0
83480,57,57,33510,0,0,0,0,0,0,0,0,2761,10200,0,0,0,1,0,3,0,0,1118,0,28125,0,0,0,0,1,0,1,0,1,1,4,2,0,0,0,0,0,1610,5007,1932,0,0,1850,0,0,0,0,0,0,0,0,0,11945,33510,0
196185,85,0,0,0,0,0,0,0,0,0,0,0,97400,0,0,0,0,0,1,0,0,0,11622,0,18007,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,842,0,0,0,0,0,0,0,0,0,0,0,0
131650,59,60,0,15823,0,97315,0,0,0,0,0,0,27400,0,0,0,0,0,2,0,0,0,0,14062,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,8048,3397,0,0,7050,15823,0,0,0,0,0,0,0,0,5744,97315,0
135301,20,0,0,0,0,0,0,0,0,0,0,0,6800,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3600,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248557,55,0,25378,0,0,0,0,0,0,0,0,0,155400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,910,0,0,0,0,0,0,0,1221,0,0,25378,0
277894,41,0,173547,0,0,0,0,0,97,0,0,0,55400,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,3,4,24962,0,0,0,0,1666,0,0,0,0,9420,0,65,152,0,0,5533,1213,0,0,0,173547,0
384341,80,0,0,0,0,0,0,0,0,0,0,0,68400,0,0,0,0,0,1,0,0,0,11622,0,15871,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,463,1258,0,0,719,0,0,0,0,0,0,0,0,0,0,0,0
269126,23,0,49508,0,0,0,0,0,0,0,0,0,264000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9616,0,0,0,0,0,2904,0,0,30,0,0,0,0,0,0,0,49508,0
143770,42,40,45889,28402,0,35851,0,0,0,0,0,0,3600,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,3,2,0,758,0,2123,0,0,12706,3181,0,0,7511,28402,0,903,0,0,5578,1223,0,0,0,81740,0
14216,47,49,217440,0,0,65232,0,0,24741,0,0,0,1600,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,2,1088,0,0,0,0,81,16848,4503,0,0,14852,0,24741,1487,2574,0,6127,1343,0,0,0,282672,0
279156,40,0,0,0,0,0,0,0,0,0,0,0,140300,0,0,0,0,0,1,0,0,3668,0,7031,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4370,0,0
201047,33,3,0,20883,0,0,0,0,0,0,0,0,7000,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,2,4,2,0,0,0,0,9044,0,8984,1886,0,1107,2500,20883,0,0,0,0,4762,1044,0,0,0,0,0
282815,23,0,0,0,0,0,0,0,0,0,0,0,148100,0,0,0,0,0,1,0,0,3668,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1498,0,0
175120,32,0,33816,0,0,0,0,0,0,0,0,0,14600,0,0,0,1,0,1,0,0,0,0,0,0,8691,0,0,1,1,1,0,1,1,2,4,0,0,0,0,8926,966,0,0,0,0,1700,0,0,0,0,0,0,0,0,0,0,33816,0
375486,27,0,54930,0,0,0,0,0,0,0,0,0,60300,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,2,1,0,0,0,0,9478,0,0,0,0,0,2850,0,0,0,0,0,0,0,0,0,0,54930,0
183182,50,0,0,0,0,0,0,0,0,0,0,0,17500,0,0,0,0,0,1,0,0,2646,11622,7031,15487,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,725,0,0,0,0,0,0,0,0,0,3953,0,0
61448,62,0,0,50117,0,0,0,0,0,0,0,0,700,0,0,0,0,0,1,0,0,0,0,7031,0,0,0,0,0,0,0,0,0,0,1,1,298,0,0,0,10233,0,5712,2586,0,0,4888,50117,0,2,0,0,0,0,1466,0,2872,0,0
427900,48,0,20684,0,0,0,0,0,0,0,0,0,20300,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,1,0,0,0,0,0,0,4223,1252,0,0,771,0,0,63,0,0,0,0,0,0,0,20684,0
61020,40,38,59893,0,0,0,0,142979,0,0,0,0,300,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,3,2,2758,0,0,0,0,0,15135,3594,0,0,10231,0,0,0,0,0,5833,1279,1325,0,0,59893,142979
22415,42,38,45397,0,0,0,0,0,0,0,0,0,60900,0,0,0,4,0,2,0,0,4757,0,0,0,0,0,0,1,0,2,0,1,2,6,2,0,0,0,0,0,0,0,0,0,0,2100,0,0,0,0,0,0,0,0,0,1943,45397,0
237559,52,0,32783,0,0,0,0,0,0,0,0,0,90900,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1730,0,0,0,0,0,4585,1005,0,0,0,32783,0
47415,44,35,93158,0,0,0,0,0,0,0,0,0,60500,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,4,2,0,0,0,0,0,746,10596,2738,0,14159,4975,0,0,3,0,0,5236,1148,0,0,0,93158,0
347981,30,0,24668,0,0,0,0,0,0,0,0,0,19900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,0,0,0,0,0,0,24668,0
236957,53,51,80537,0,0,0,0,0,2005,0,0,0,103600,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,7536,2651,0,0,4373,0,1360,0,0,0,0,0,0,0,0,80537,0
173340,55,51,0,0,0,117096,0,0,0,0,55723,0,700,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,9730,3545,0,0,3000,0,0,5,0,55723,5696,1249,0,0,0,117096,0
223296,67,67,20402,0,0,37096,0,0,0,0,0,0,36400,0,0,0,0,0,2,0,0,0,23244,0,39547,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4568,2866,0,4932,4242,0,0,0,0,0,4435,972,0,0,0,57498,0
95858,75,0,0,0,0,0,0,0,0,0,0,0,60800,0,0,0,0,0,1,0,0,2801,11622,0,14819,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,99,0,0,1,0,0,73,0,0,0,0,0,0,1144,0,0
261532,60,64,33629,0,0,37585,0,0,0,0,0,0,37200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1285,0,0,0,0,0,5629,2562,0,0,3643,0,0,23,0,0,0,0,0,0,0,71214,0
340763,55,64,0,0,0,48519,0,0,371,0,0,0,4100,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,871,0,41677,0,0,0,28895,9541,0,0,79356,0,371,119199,16044,0,7996,1753,0,0,0,48519,0
53618,55,56,94411,0,0,56646,0,0,0,0,80126,0,29200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,258759,0,0,0,0,0,16038,5579,0,0,23268,0,0,6,0,80126,0,0,0,6500,0,151057,0
46772,61,0,0,0,0,0,0,0,0,0,0,0,74100,0,0,0,1,0,1,8593,0,4268,0,14062,0,0,0,0,1,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10998,0,0
260894,25,0,20494,0,0,0,0,0,0,0,0,0,49200,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,2,1,0,0,0,0,0,0,5586,1033,0,0,700,0,0,0,0,0,0,0,0,0,0,20494,0
344348,53,51,0,0,0,24845,0,0,0,0,0,0,26900,0,0,0,1,0,2,0,0,0,0,0,9258,0,0,0,0,0,1,0,0,1,3,2,0,0,0,0,0,0,5005,1770,0,0,1669,0,0,0,0,0,0,0,0,0,0,24845,0
263548,27,0,35556,0,0,0,0,0,0,0,0,0,14100,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,1,2,0,2,2,3,4,0,0,0,0,0,0,7350,1360,0,0,0,0,0,0,0,0,4448,975,0,0,0,35556,0
144091,56,50,100122,0,0,12014,0,0,43143,0,0,0,3600,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,979,0,0,0,0,355,12569,4456,0,0,13190,0,29251,0,0,0,0,0,0,0,0,112136,0
353057,19,0,3544,0,0,0,0,0,0,0,0,0,10700,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,3544,0
443749,25,25,0,0,0,0,0,0,0,0,0,0,55500,0,0,0,1,0,2,0,0,0,0,7031,0,0,0,1656,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2872,0,0
430418,53,0,59412,0,0,0,0,0,5838,0,0,0,3600,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,5,4,1591,0,0,0,0,0,8742,2552,0,0,3000,0,3958,3143,9183,0,5006,1098,0,0,0,59412,0
185227,49,54,203740,0,0,178272,0,0,203,0,0,0,7200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,11857,0,16538,4891,0,0,18824,0,0,737,0,0,6429,1410,0,0,0,382012,0
363862,19,0,3382,0,0,0,0,0,0,0,0,0,29900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,175,0,0,77,0,0,0,0,0,0,0,3382,0
375819,53,0,56858,0,0,0,0,0,0,0,0,0,57800,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,1,2,0,2,2,3,1,0,0,0,0,9401,0,6389,2024,0,0,2950,0,0,2,0,0,0,0,0,0,0,56858,0
273478,42,0,45549,0,0,0,0,0,0,0,0,0,183800,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9356,0,6357,1633,0,0,1610,0,0,0,0,0,0,0,0,0,0,45549,0
414700,33,0,15177,0,0,0,0,0,0,0,0,0,16000,0,0,0,2,0,1,0,0,0,0,14062,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,8164,0,0,0,0,0,850,0,0,0,0,0,0,0,0,0,5744,15177,0
86384,66,0,0,0,0,0,0,0,0,0,59728,0,7700,0,0,0,0,0,1,0,0,0,11622,0,20014,0,0,0,0,0,0,0,0,0,1,1,2770,0,20093,1510,0,0,5090,2734,0,0,5230,0,0,907,0,34463,4799,1052,0,0,0,0,0
338575,57,56,234988,0,0,0,0,0,7029,0,0,0,6700,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,12221,4475,0,0,13120,0,4766,492,852,0,0,0,0,0,0,234988,0
252716,49,52,0,0,0,0,15778,0,32868,0,0,0,7700,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2,0,0,0,0,9568,443,7971,2429,0,0,3653,15778,32868,0,0,0,0,0,0,0,0,0,0
395427,29,0,195220,0,0,0,0,0,632,0,0,0,7500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,14987,2864,0,0,3000,0,428,0,0,0,5733,1257,0,0,0,195220,0
341302,52,0,64693,0,0,0,0,0,84,0,0,0,64200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6228,2043,0,0,3306,0,84,7,0,0,4901,1074,0,0,0,64693,0
75411,52,63,0,0,0,296687,0,0,95,0,0,0,300,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,2,0,0,0,0,0,0,16314,4924,0,0,16914,0,64,55,0,0,6247,1370,0,0,0,296687,0
91774,36,0,67545,0,0,0,0,0,0,0,0,0,72500,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,4,1,5,0,4,3,7,4,0,0,0,0,0,0,11035,2154,0,0,3750,0,0,0,0,0,4813,1055,1958,0,0,67545,0
139578,30,55,35360,0,0,0,0,1314572,0,0,0,0,800,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,4,2,0,0,0,0,13633,0,0,0,0,0,67728,0,0,0,0,0,7703,1689,0,0,0,35360,1314572
400375,53,0,0,0,0,0,0,0,0,0,0,0,61200,0,0,0,0,0,1,0,0,2347,11622,0,10851,0,0,0,0,0,0,0,0,0,1,1,0,12891,0,0,0,0,3716,1312,0,0,1184,0,0,134,0,0,0,0,0,0,959,0,0
291176,47,46,99460,0,0,64649,0,0,0,0,0,0,25000,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,11631,3366,0,0,8250,0,0,0,0,0,0,0,73,0,0,164109,0
160037,53,0,65968,0,0,0,0,0,0,0,0,0,6200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4450,0,0,5028,14691,0,0,0,0,0,0,65968,0
435805,37,43,15223,0,0,29432,0,0,0,0,0,0,42200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2200,0,0,0,0,0,0,0,0,0,0,44655,0
210302,56,0,14406,0,0,0,0,0,0,0,0,0,104500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2747,1096,0,0,750,0,0,0,0,0,0,0,0,0,0,14406,0
442466,68,67,0,0,0,0,0,0,0,0,141448,0,3900,0,0,0,0,0,2,0,0,0,23244,0,41554,0,0,0,0,0,0,0,0,0,2,2,0,3757,0,0,0,0,6733,4178,0,0,9898,0,0,5090,15057,141448,4955,1086,0,0,0,0,0
12607,80,0,0,0,0,0,0,0,15889,0,48357,0,800,0,0,0,0,0,1,0,0,0,11622,0,12531,0,0,0,0,0,0,0,0,0,1,1,0,2596,0,0,9039,0,1710,2840,0,1773,4636,0,10772,49,0,27901,0,0,0,0,0,0,0
121171,37,0,46111,0,0,0,0,0,0,0,0,0,96500,0,0,0,2,0,1,0,0,0,0,14062,0,0,0,351,0,0,0,0,0,0,3,4,0,0,0,0,0,1540,7365,1620,0,0,1575,0,0,3,0,0,0,0,0,0,5744,46111,0
444472,24,27,30447,0,0,12178,0,0,0,0,0,0,97800,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2100,0,0,1,0,0,4706,1032,0,0,0,42625,0
10175,73,63,0,0,0,52972,0,0,0,0,0,0,63100,0,0,0,0,0,2,0,0,0,11622,0,19965,0,0,0,0,0,0,0,0,0,2,2,0,12077,0,0,8708,0,3157,2977,0,32073,4234,0,0,1476,0,0,4711,1033,0,0,0,52972,0
285839,48,40,202980,0,0,25372,0,0,11954,0,0,0,5500,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,4,2,174,0,0,0,0,0,15210,4190,0,0,12410,0,8104,18,0,0,5969,1309,0,0,0,228352,0
190888,80,0,35669,0,0,0,0,0,0,0,0,0,183300,0,0,0,0,0,1,0,0,0,11622,0,16725,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1116,2142,0,0,2432,0,0,0,0,0,0,0,0,0,0,35669,0
137391,55,0,58922,0,0,0,0,0,1791,0,0,0,3900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1477,0,0,0,0,0,0,0,0,0,4584,0,1791,3834,11201,0,5120,1123,0,0,0,58922,0
371806,55,0,43890,0,0,0,0,0,0,0,0,3131,7200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5609,0,0,0,0,5279,1914,0,0,2725,0,0,279,0,0,4727,1036,0,0,0,43890,0
23209,72,70,0,51027,0,0,19390,0,0,0,0,0,7600,0,0,0,0,0,2,0,0,0,23244,0,21072,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3505,3031,0,0,4478,70417,0,194,0,0,4466,979,0,0,0,0,0
120829,56,0,0,0,0,0,0,0,0,0,0,0,52000,0,0,0,0,0,1,385,0,924,11622,7031,10037,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2216,904,0,0,338,0,0,1,0,0,0,0,0,0,3407,0,0
117970,50,41,134586,0,0,0,0,0,0,0,0,0,2300,0,0,0,0,1,2,0,0,0,0,21094,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2275,0,0,20527,5953,0,0,27960,0,0,9641,0,0,6778,1486,684,0,8616,134586,0
70596,43,37,35504,0,0,101440,0,0,0,0,0,0,7200,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,3,2,0,0,0,0,0,0,11915,3061,0,0,6778,0,0,161,0,0,0,0,0,0,0,136944,0
423171,22,0,11950,0,0,0,0,0,0,0,0,0,90400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,0,11950,0
371067,33,0,0,0,0,0,0,0,0,0,0,0,10400,0,0,0,0,0,1,7883,0,2500,0,7031,0,0,15548,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7113,0,0
403627,47,51,0,113424,0,30741,0,0,1044,0,0,0,4100,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,10386,3032,0,0,3000,113424,1044,464,0,0,0,0,0,0,0,30741,0
111386,38,0,28788,0,0,0,0,0,0,0,0,0,25700,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,92308,0,0,0,0,13663,3079,0,0,10406,0,0,0,0,0,0,0,0,0,0,28788,0
244759,62,0,0,0,0,0,0,0,0,0,0,0,156800,0,0,0,0,0,1,7514,0,2070,0,7031,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6787,0,0
1357,63,60,2094,0,0,30053,0,0,17055,0,0,0,2400,0,0,0,0,0,2,0,0,0,0,0,3325,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,5190,2678,0,0,3857,0,17055,0,0,0,5114,1121,0,0,0,32147,0
208207,45,0,6070,0,0,0,0,0,0,0,0,2817,118700,0,1,0,0,0,1,0,0,925,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,494,0,0,0,0,0,0,0,0,0,378,6070,0
351684,58,62,55899,0,0,1996,0,0,24914,0,0,0,800,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6446,0,0,0,0,0,9074,3657,0,0,8471,0,24914,3127,9249,0,0,0,0,0,0,57895,0
436368,24,0,202,0,0,0,0,0,0,0,0,0,103300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,202,0
188619,34,0,76104,0,0,0,0,0,0,0,0,0,72300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8675,1863,0,0,3500,0,0,6,0,0,0,0,0,0,0,76104,0
316841,60,0,32427,0,0,0,0,0,0,0,0,0,105800,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9527,0,0,0,0,0,3577,1589,0,0,1654,0,0,0,0,0,0,0,0,0,0,32427,0
339792,29,27,15561,0,0,41168,0,0,0,0,0,0,50600,0,0,0,3,0,2,0,0,0,0,35157,0,0,0,0,3,2,3,0,3,3,5,2,0,3792,0,0,0,0,10767,2051,0,0,3088,0,0,0,0,0,0,0,0,0,14361,56729,0
97593,53,0,0,0,0,0,0,0,0,0,0,0,63300,0,0,0,1,0,1,68,0,0,11622,14062,9165,0,10411,0,1,0,1,0,1,1,2,4,0,1850,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,5772,0,0
